store_id,year,month,population,location_code,id,age,gender,race,marital_status,education,division,tenure,training_status,jlevel,salary,absent,turnover,persuasion_skills,commitment,respect,development,goal,perf_feedback,perf_fair,reward_fair,work_life,competition,culture_fit,extraversion,conscientiousness,emotion_stability,agreeable,openness,cognitive_ability,structured_interview,business_rating,behavior_rating,sales_skills
515,2019,10,97,46,6469,34,Male,W,Y,High school diploma or equivalent,Computer & Electronics,8.60,Y,2,34062.17,20,1,3,1,2,2,1,1,1,2,1,3,1,4,3,3,3,2,4,1,1,1,1
515,2019,10,97,46,8430,40,Female,W,Y,Some college,Cellphones and Accessories,9.10,Y,1,55554.52,6,2,3,2,2,1,1,1,1,3,1,1,5,1,3,3,4,2,2,1,2,3,2
515,2019,10,97,46,1166,19,Female,NW,N,High school diploma or equivalent,Home Appliances,5.50,Y,1,51200.67,31,5,1,3,1,1,1,1,1,1,1,3,1,4,3,2,2,1,4,2,1,1,1
515,2019,10,97,46,1582,42,Male,W,Y,Some high school,Home Appliances,8.30,Y,2,74835.39,7,2,4,1,3,1,1,1,3,3,2,1,2,3,3,3,3,3,3,5,2,2,1
515,2019,10,97,46,9320,47,Male,NW,Y,Some high school,Cellphones and Accessories,10.10,N,3,67710.70,6,1,3,2,2,1,1,2,1,1,1,3,4,2,4,4,3,3,4,1,2,2,1
515,2019,10,97,46,939,30,Male,W,Y,High school diploma or equivalent,Office Products,9.00,Y,2,58806.12,21,5,2,3,4,1,1,1,2,1,2,1,2,3,2,3,3,1,1,3,2,2,2
515,2019,10,97,46,1736,40,Male,NW,N,Some college,Home Appliances,6.00,Y,1,53967.22,15,4,4,3,1,3,2,3,1,1,3,5,3,4,3,2,2,4,2,2,3,2,3
519,2019,10,104,279,1815,28,Female,W,N,Post-secondary degree,Computer & Electronics,6.20,N,1,52839.38,5,4,2,3,2,2,1,1,3,5,3,3,4,4,3,1,1,4,1,1,1,3,3
519,2019,10,104,279,89,39,Female,NW,Y,Some college,Computer & Electronics,6.90,N,3,54310.09,23,4,2,1,2,1,1,2,2,1,1,1,3,1,3,4,2,4,1,2,2,1,3
519,2019,10,104,279,2034,26,Female,NW,N,Some college,Computer & Electronics,4.40,Y,1,53707.00,0,2,2,2,3,2,1,3,1,1,2,2,5,5,2,2,3,2,3,5,3,3,3
519,2019,10,104,279,7045,44,Male,W,Y,High school diploma or equivalent,Office Products,12.40,N,3,50447.33,5,2,3,3,4,2,2,1,1,1,3,3,4,3,2,4,4,2,2,4,3,2,3
519,2019,10,104,279,3488,43,Female,W,N,Some college,Home Appliances,9.30,N,4,121229.71,0,1,4,1,1,2,1,1,3,4,1,4,5,5,2,2,1,5,3,4,3,3,3
519,2019,10,104,279,8119,23,Male,W,N,High school diploma or equivalent,Home Appliances,5.00,N,2,57757.29,21,3,2,1,1,1,1,2,3,3,2,4,1,4,2,2,1,2,3,1,1,1,1
519,2019,10,104,279,9909,44,Female,W,Y,Some college,Computer & Electronics,9.80,N,3,62670.34,13,3,3,5,3,1,1,1,2,1,3,3,4,3,3,3,1,5,2,2,2,2,3
519,2019,10,104,279,3973,45,Male,NW,N,Post-secondary degree,Computer & Electronics,10.20,N,1,69801.89,11,2,4,4,1,1,1,1,1,3,2,2,3,1,2,1,2,5,2,3,2,1,2
519,2019,10,104,279,1334,50,Male,NW,Y,Post-secondary degree,Home Appliances,9.20,Y,2,70141.64,17,4,3,4,3,2,1,1,1,3,1,3,3,3,3,3,3,3,2,4,3,2,3
519,2019,10,104,279,354,38,Male,W,N,Some college,Office Products,7.30,Y,2,77660.07,0,1,3,2,2,2,1,3,4,2,3,2,5,4,1,1,2,3,2,4,2,1,2
519,2019,10,104,279,2258,29,Male,W,Y,Some high school,Office Products,7.90,N,1,39947.11,5,5,2,4,1,1,1,3,3,4,4,3,4,2,3,3,1,3,2,1,2,2,3
519,2019,10,104,279,422,40,Male,W,N,Post-secondary degree,Home Appliances,5.90,N,1,51264.22,0,2,2,3,1,2,1,2,1,3,2,3,4,1,2,2,1,2,2,2,2,1,3
519,2019,10,104,279,6049,29,Male,W,Y,High school diploma or equivalent,Cellphones and Accessories,1.10,N,1,26574.14,17,3,1,1,4,1,1,1,2,1,1,3,3,4,1,3,1,1,4,1,1,2,2
519,2019,10,104,279,4001,25,Male,W,N,Some high school,Cellphones and Accessories,4.90,Y,1,59732.42,9,2,3,2,3,2,1,1,3,3,2,3,2,2,1,1,2,2,1,2,2,2,3
519,2019,10,104,279,9140,24,Female,W,N,High school diploma or equivalent,Cellphones and Accessories,5.60,Y,1,52032.93,7,2,5,2,1,1,1,2,1,2,3,2,5,5,3,1,2,1,4,3,3,3,2
523,2019,10,82,206,8010,41,Male,W,N,High school diploma or equivalent,Cellphones and Accessories,11.10,Y,3,79586.23,5,1,5,3,3,1,1,1,1,3,1,2,3,2,4,2,4,4,2,1,2,2,1
523,2019,10,82,206,6626,36,Male,W,Y,Some college,Office Products,7.50,N,4,91546.66,17,5,2,1,3,2,1,2,4,4,1,5,2,4,2,3,1,3,1,2,2,1,3
523,2019,10,82,206,8276,50,Female,W,N,High school diploma or equivalent,Home Appliances,10.50,N,1,58327.81,6,2,3,1,2,2,2,1,3,1,1,3,4,3,2,2,1,4,3,4,2,1,2
523,2019,10,82,206,8191,22,Male,NW,N,Some college,Cellphones and Accessories,2.40,Y,1,29563.72,9,4,1,5,1,1,1,1,1,1,1,3,5,2,3,2,2,2,4,1,1,1,1
523,2019,10,82,206,5177,27,Female,W,N,Some college,Cellphones and Accessories,4.50,Y,1,57803.32,13,4,3,2,1,1,1,2,4,3,1,1,3,3,4,1,3,3,2,4,3,2,3
523,2019,10,82,206,6111,24,Male,NW,N,Some high school,Cellphones and Accessories,4.20,Y,1,51727.53,15,4,2,1,2,1,1,1,4,5,1,2,2,1,2,1,2,2,2,1,1,2,2
523,2019,10,82,206,6720,50,Female,NW,N,Some college,Computer & Electronics,12.10,N,3,69018.51,10,1,3,2,1,2,1,2,3,2,2,4,4,2,3,2,2,4,2,3,2,2,2
523,2019,10,82,206,9179,31,Male,W,Y,Post-secondary degree,Home Appliances,7.30,Y,2,56680.90,15,2,3,1,2,1,1,1,2,1,2,1,2,2,4,3,2,2,3,4,3,2,3
523,2019,10,82,206,9823,24,Male,W,N,Some college,Home Appliances,8.60,N,1,57935.86,17,3,3,3,2,3,2,3,2,3,3,4,2,4,2,1,1,3,1,4,3,1,3
523,2019,10,82,206,6510,48,Male,NW,Y,Some college,Computer & Electronics,9.80,N,2,69663.05,11,3,4,3,3,1,2,1,3,3,3,1,3,4,2,3,2,5,2,4,2,2,3
523,2019,10,82,206,8135,31,Male,W,N,Post-secondary degree,Office Products,9.20,Y,2,63572.21,4,2,2,3,2,1,1,2,1,1,2,3,4,1,3,2,2,2,2,3,2,2,2
523,2019,10,82,206,1611,44,Male,NW,Y,Some college,Cellphones and Accessories,8.10,Y,1,49107.32,22,4,2,2,2,1,2,1,3,2,2,4,3,3,3,5,3,3,3,3,2,2,2
523,2019,10,82,206,7478,25,Female,W,N,Some high school,Cellphones and Accessories,6.60,Y,1,49614.50,14,3,3,3,3,1,1,1,1,2,2,5,4,2,1,1,3,3,2,4,2,2,2
523,2019,10,82,206,7470,23,Male,W,Y,Some college,Office Products,3.20,Y,3,43871.75,11,4,2,3,1,2,1,2,1,3,1,4,4,4,4,4,2,1,3,1,2,2,2
523,2019,10,82,206,9963,36,Male,W,N,High school diploma or equivalent,Home Appliances,7.00,Y,1,68386.91,1,3,3,3,3,1,1,2,1,2,3,4,4,4,1,2,2,3,2,2,2,2,3
525,2019,10,97,37,8396,53,Male,W,N,High school diploma or equivalent,Office Products,11.80,Y,4,93187.04,0,1,5,3,3,1,1,1,3,2,2,3,4,2,3,3,3,4,3,2,3,2,3
525,2019,10,97,37,9917,43,Female,NW,N,High school diploma or equivalent,Computer & Electronics,7.40,N,2,65482.39,15,2,2,2,3,1,1,1,2,2,1,4,3,1,4,2,1,4,3,4,3,1,3
525,2019,10,97,37,5832,31,Female,NW,Y,Post-secondary degree,Computer & Electronics,7.10,N,1,49465.08,1,2,2,1,2,1,2,2,1,2,2,3,5,3,2,3,1,4,3,5,1,3,1
525,2019,10,97,37,9857,25,Male,W,N,High school diploma or equivalent,Office Products,6.70,N,1,62806.79,18,3,4,1,1,1,3,1,1,1,2,2,1,3,2,2,1,4,2,3,2,1,2
525,2019,10,97,37,6477,31,Female,NW,N,Some college,Cellphones and Accessories,7.30,N,4,122798.40,21,3,2,1,1,1,1,1,1,2,1,3,2,4,3,2,1,4,4,1,1,1,3
525,2019,10,97,37,9103,28,Female,W,N,Post-secondary degree,Home Appliances,7.60,N,1,69218.05,17,3,2,1,1,2,2,3,2,3,1,4,3,4,3,1,1,3,3,2,2,1,3
525,2019,10,97,37,610,38,Female,W,N,High school diploma or equivalent,Computer & Electronics,5.20,Y,2,48280.00,11,2,4,2,2,1,1,1,2,2,1,3,3,3,3,3,3,5,3,4,2,1,1
525,2019,10,97,37,5776,47,Female,W,Y,High school diploma or equivalent,Office Products,11.10,N,2,63795.14,0,3,5,5,3,2,2,2,4,2,3,3,5,4,5,3,2,1,2,4,3,2,3
525,2019,10,97,37,1454,30,Male,W,Y,Some college,Cellphones and Accessories,8.20,N,2,70681.41,26,3,3,1,2,1,2,1,1,3,1,3,1,3,2,3,2,4,2,2,2,2,3
525,2019,10,97,37,7646,24,Male,W,N,High school diploma or equivalent,Cellphones and Accessories,5.70,Y,1,47008.17,9,3,3,2,1,1,2,1,1,2,1,2,4,1,1,2,2,3,3,2,1,2,3
525,2019,10,97,37,2060,19,Male,W,N,Post-secondary degree,Home Appliances,6.70,Y,1,63277.56,10,3,3,1,1,2,1,2,1,4,2,3,2,3,2,1,1,3,2,2,1,1,3
525,2019,10,97,37,8481,42,Female,W,N,Some college,Cellphones and Accessories,8.30,Y,2,76681.14,21,4,3,1,2,2,1,3,2,3,2,3,2,4,4,1,3,3,1,4,3,2,3
525,2019,10,97,37,4909,37,Male,W,N,Some college,Office Products,5.00,Y,2,66264.05,0,2,3,4,2,2,2,1,2,5,5,4,3,3,3,2,2,1,2,2,2,3,2
525,2019,10,97,37,1964,24,Female,W,Y,Post-secondary degree,Computer & Electronics,5.10,N,1,44253.91,12,1,1,1,1,2,1,1,1,1,2,3,4,4,3,2,1,2,4,4,1,2,1
525,2019,10,97,37,3118,33,Female,W,Y,Some college,Computer & Electronics,6.00,N,2,51585.77,14,2,1,1,1,2,2,2,4,1,2,2,3,3,3,3,2,1,3,4,1,3,1
533,2019,10,140,98,9200,42,Male,NW,N,Some high school,Office Products,6.10,N,4,125621.34,23,5,2,2,1,1,1,1,1,3,3,5,1,4,3,3,1,2,3,1,1,1,1
533,2019,10,140,98,5128,22,Female,W,N,Some high school,Computer & Electronics,5.50,N,1,45784.20,17,3,2,3,1,1,1,1,1,2,1,2,3,3,3,1,1,4,4,1,1,1,3
533,2019,10,140,98,3700,31,Female,NW,Y,Some college,Computer & Electronics,6.40,N,1,33787.83,27,3,2,3,2,1,1,3,1,1,2,2,3,2,4,3,2,4,3,4,2,2,1
533,2019,10,140,98,8697,51,Male,NW,Y,High school diploma or equivalent,Home Appliances,9.50,Y,1,73933.84,21,3,3,1,1,1,4,1,2,3,1,1,2,5,3,5,5,2,4,5,3,3,2
533,2019,10,140,98,9008,42,Male,NW,Y,Some high school,Computer & Electronics,6.60,N,1,51221.50,24,3,3,2,1,1,1,3,3,1,3,4,2,4,3,3,2,4,4,4,2,1,1
533,2019,10,140,98,5196,38,Male,W,N,Post-secondary degree,Office Products,8.80,Y,4,160889.47,1,2,4,2,1,2,1,2,1,3,3,2,1,5,3,3,4,2,2,1,3,3,3
533,2019,10,140,98,1641,26,Male,NW,N,Some college,Cellphones and Accessories,3.80,Y,1,58044.52,16,3,2,1,1,2,1,1,1,1,1,5,3,2,2,1,2,3,2,1,1,1,2
533,2019,10,140,98,4829,27,Male,W,N,Some college,Home Appliances,8.00,Y,1,52028.10,8,2,3,2,3,2,1,1,1,1,3,2,2,3,3,2,3,1,2,1,1,1,1
533,2019,10,140,98,2820,42,Female,W,N,High school diploma or equivalent,Home Appliances,8.40,Y,1,49420.08,12,3,3,3,1,1,2,2,1,2,3,3,3,4,1,1,2,3,3,2,2,2,3
533,2019,10,140,98,9691,29,Male,W,Y,Some college,Cellphones and Accessories,8.50,Y,3,67809.25,13,2,3,1,2,1,1,1,2,4,1,2,3,2,4,2,3,2,2,4,3,2,3
533,2019,10,140,98,5028,32,Male,NW,Y,Some high school,Home Appliances,8.50,N,1,64368.20,29,4,2,1,2,2,1,2,4,4,2,4,1,3,4,3,2,2,2,3,3,2,3
533,2019,10,140,98,2885,29,Female,W,N,High school diploma or equivalent,Computer & Electronics,8.70,N,4,70259.78,4,1,2,3,1,2,1,3,3,3,2,2,4,4,4,2,1,3,3,4,3,2,3
533,2019,10,140,98,3202,41,Female,W,Y,Some high school,Computer & Electronics,7.60,Y,1,35709.78,26,3,2,2,3,1,3,3,1,1,1,2,3,2,2,2,4,2,2,5,2,1,2
533,2019,10,140,98,4850,25,Male,W,N,Some college,Office Products,8.50,N,2,64976.56,9,3,2,2,2,1,2,2,1,2,2,2,3,3,2,2,1,2,2,4,2,1,2
539,2019,10,223,604,7067,28,Male,NW,Y,High school diploma or equivalent,Home Appliances,6.10,Y,1,32781.48,6,4,3,2,1,1,1,1,1,1,3,2,5,2,3,3,2,4,3,4,3,2,3
539,2019,10,223,604,1182,37,Female,NW,N,Post-secondary degree,Computer & Electronics,4.80,Y,1,68454.60,16,3,4,1,1,2,1,1,1,4,1,3,2,4,2,1,3,4,1,4,1,2,1
539,2019,10,223,604,5192,34,Female,W,Y,Some college,Office Products,7.60,Y,1,57339.64,0,2,3,3,1,1,1,1,1,1,1,4,5,5,4,3,2,3,5,2,3,3,3
539,2019,10,223,604,5730,29,Male,W,N,Post-secondary degree,Office Products,6.90,Y,2,78941.63,0,2,3,4,1,3,2,2,5,3,1,1,4,5,4,1,3,1,2,5,3,3,3
539,2019,10,223,604,2572,44,Female,W,Y,High school diploma or equivalent,Home Appliances,11.60,N,2,76972.34,17,3,2,4,3,2,1,1,2,4,1,4,2,4,2,2,2,2,2,5,2,1,2
539,2019,10,223,604,1693,31,Male,W,Y,Post-secondary degree,Computer & Electronics,6.10,N,2,51821.20,3,1,3,2,3,1,1,3,2,3,2,2,4,4,3,3,1,3,3,2,2,1,2
539,2019,10,223,604,2906,20,Female,W,N,Some college,Computer & Electronics,4.20,Y,1,41168.75,18,3,3,1,1,1,1,1,3,1,1,3,3,4,3,2,2,3,2,2,1,1,3
539,2019,10,223,604,4176,36,Female,NW,N,Some high school,Cellphones and Accessories,5.80,N,3,46376.29,6,2,2,3,1,1,1,2,2,1,2,2,5,5,4,2,2,3,5,4,3,3,2
539,2019,10,223,604,8339,28,Male,W,Y,Some high school,Computer & Electronics,9.20,Y,4,68244.31,20,2,3,2,4,2,1,1,2,4,3,2,1,1,4,3,3,2,1,4,3,2,3
539,2019,10,223,604,565,28,Male,W,N,Post-secondary degree,Computer & Electronics,7.30,Y,4,78020.95,26,3,3,2,4,2,1,1,1,5,2,1,1,3,3,2,2,2,1,1,1,1,1
539,2019,10,223,604,9952,35,Female,NW,N,Post-secondary degree,Cellphones and Accessories,8.20,N,1,58825.44,24,4,5,2,3,2,1,2,1,2,1,2,2,5,1,1,2,2,5,3,3,1,3
539,2019,10,223,604,6168,36,Male,NW,N,Some high school,Home Appliances,7.40,Y,1,45341.23,15,1,2,2,2,1,1,2,1,4,3,3,2,3,4,2,3,1,4,4,3,2,3
539,2019,10,223,604,140,33,Male,W,N,Post-secondary degree,Cellphones and Accessories,6.70,Y,1,59165.67,11,3,3,5,2,2,3,2,2,2,1,3,3,5,2,2,5,3,3,2,3,3,3
539,2019,10,223,604,4208,38,Male,W,N,Post-secondary degree,Office Products,8.20,Y,1,59155.91,2,4,2,3,4,2,1,3,2,3,4,2,3,3,3,2,3,1,1,3,1,1,1
539,2019,10,223,604,5109,30,Male,W,N,Post-secondary degree,Home Appliances,6.80,N,2,66347.37,6,3,2,4,2,1,1,1,4,4,3,1,3,4,4,2,1,2,2,4,3,2,3
559,2019,10,70,607,3999,30,Male,NW,N,Post-secondary degree,Cellphones and Accessories,8.20,Y,4,133364.44,6,2,4,2,3,2,1,1,3,1,4,5,4,4,4,1,4,3,2,3,2,2,3
559,2019,10,70,607,1111,49,Female,W,Y,Some college,Computer & Electronics,10.00,N,1,66252.98,0,2,2,2,2,1,2,1,3,2,5,2,5,3,2,4,2,3,2,2,2,3,2
559,2019,10,70,607,6555,21,Female,W,Y,High school diploma or equivalent,Home Appliances,5.90,Y,1,39307.47,3,2,2,2,2,1,1,2,1,1,1,4,5,5,3,2,3,2,4,5,3,2,3
559,2019,10,70,607,9625,31,Male,NW,Y,Some college,Computer & Electronics,5.30,N,2,52991.46,39,4,1,1,1,1,1,1,4,2,1,2,1,1,3,3,2,1,2,1,1,1,3
559,2019,10,70,607,8662,37,Female,W,N,Some high school,Home Appliances,6.40,Y,1,53635.09,15,2,1,2,1,1,1,2,1,2,1,3,3,4,2,1,3,1,4,5,2,1,2
559,2019,10,70,607,5926,34,Male,W,Y,Some high school,Office Products,9.10,Y,2,77936.59,7,2,2,2,1,1,1,1,1,3,1,1,3,3,1,2,3,1,4,2,2,1,3
559,2019,10,70,607,1670,24,Male,NW,N,Some college,Cellphones and Accessories,7.90,Y,2,75818.59,4,1,3,2,2,1,1,1,1,2,1,3,3,4,3,2,3,2,3,5,1,1,3
559,2019,10,70,607,3690,33,Male,NW,N,Post-secondary degree,Home Appliances,6.50,Y,2,75257.52,13,3,2,3,2,2,1,1,2,2,2,3,2,3,2,2,2,1,2,5,1,2,3
559,2019,10,70,607,3019,39,Female,W,Y,Some college,Computer & Electronics,8.20,Y,1,50376.82,24,3,2,4,2,1,1,2,1,1,1,3,2,4,2,2,2,2,3,1,1,1,3
559,2019,10,70,607,7628,30,Male,W,N,Some high school,Office Products,5.30,N,2,78116.19,0,1,3,3,1,1,1,1,2,4,3,1,5,2,2,1,1,2,2,2,2,1,3
559,2019,10,70,607,7252,36,Male,W,Y,Some college,Computer & Electronics,4.80,N,2,61965.56,19,3,3,3,3,1,1,1,2,1,3,3,2,2,1,2,2,4,2,5,2,2,2
559,2019,10,70,607,6150,22,Female,W,Y,Some college,Cellphones and Accessories,4.60,N,2,53942.56,3,4,3,1,2,2,2,3,1,3,2,5,5,1,3,2,2,4,5,2,3,2,3
559,2019,10,70,607,8277,36,Male,W,N,High school diploma or equivalent,Office Products,8.60,Y,4,86047.95,0,1,4,4,1,2,1,2,2,3,1,1,3,4,1,2,3,3,3,3,2,2,2
559,2019,10,70,607,1237,26,Male,NW,N,Some college,Home Appliances,8.20,Y,2,43828.30,5,1,2,3,2,1,1,1,1,1,1,3,5,1,2,2,2,2,4,3,2,2,2
565,2019,10,141,580,8569,22,Female,W,N,Some high school,Home Appliances,7.40,Y,1,57426.96,12,3,3,1,3,2,2,1,1,2,1,2,3,4,2,2,3,2,2,2,2,1,3
565,2019,10,141,580,4382,29,Male,NW,Y,Some college,Home Appliances,5.90,Y,2,38609.95,13,3,3,3,1,3,1,1,2,1,3,4,3,3,3,3,2,3,2,3,2,2,2
565,2019,10,141,580,9522,25,Male,NW,N,High school diploma or equivalent,Office Products,6.70,N,2,62090.54,7,4,1,1,4,2,1,1,2,2,3,3,3,2,3,1,1,2,1,3,2,1,3
565,2019,10,141,580,6824,26,Female,W,Y,Some high school,Home Appliances,5.40,N,1,38414.12,0,3,1,3,2,1,2,1,2,3,1,1,5,4,3,4,1,1,4,1,1,1,3
565,2019,10,141,580,4808,46,Male,NW,Y,High school diploma or equivalent,Cellphones and Accessories,10.20,Y,1,50392.88,20,4,3,2,2,1,1,3,1,2,1,3,2,4,3,3,2,3,3,3,2,1,1
565,2019,10,141,580,4760,23,Male,W,N,High school diploma or equivalent,Cellphones and Accessories,6.80,Y,1,54194.80,14,1,4,1,2,1,1,1,1,4,2,4,1,3,2,1,3,2,3,5,2,1,1
565,2019,10,141,580,3807,37,Female,W,Y,Some college,Office Products,7.20,Y,1,70330.66,16,5,2,3,1,2,1,2,2,3,1,1,3,2,2,2,3,1,1,2,2,1,3
565,2019,10,141,580,8445,28,Male,NW,Y,Some college,Cellphones and Accessories,5.10,Y,3,73765.56,17,2,3,2,1,2,1,1,2,1,1,3,3,3,3,3,2,4,4,2,2,1,2
565,2019,10,141,580,546,29,Male,NW,N,Some college,Home Appliances,7.40,Y,1,66157.87,0,3,5,4,3,2,1,1,1,4,3,3,4,2,1,1,2,5,1,4,2,2,2
565,2019,10,141,580,3779,35,Male,W,N,Post-secondary degree,Home Appliances,8.50,N,3,84556.38,14,2,2,3,2,1,1,1,1,4,2,3,1,4,3,2,1,2,3,1,1,1,1
565,2019,10,141,580,248,19,Male,NW,N,Some college,Office Products,7.50,N,1,69229.33,10,4,1,2,2,1,2,1,2,3,3,5,4,3,2,1,1,1,2,1,2,1,3
565,2019,10,141,580,9538,29,Male,W,N,Post-secondary degree,Cellphones and Accessories,9.90,Y,4,126947.32,0,1,5,5,1,3,1,1,1,2,3,3,4,2,3,1,4,3,2,5,2,3,1
565,2019,10,141,580,1372,29,Male,W,N,Some college,Home Appliances,4.20,N,3,69856.65,17,3,3,3,2,2,1,3,2,5,2,5,1,3,4,1,1,4,2,4,3,1,3
565,2019,10,141,580,7060,49,Male,W,N,Some college,Cellphones and Accessories,7.10,N,2,52925.10,13,3,2,3,5,2,1,2,1,1,3,2,3,3,1,3,2,3,1,3,2,1,3
569,2019,10,134,120,7337,29,Female,W,Y,Some college,Home Appliances,7.90,N,1,74263.91,7,4,1,1,1,1,1,1,3,1,1,4,5,3,4,4,2,3,3,4,3,2,3
569,2019,10,134,120,4605,30,Male,W,N,Post-secondary degree,Office Products,5.60,N,1,53470.25,17,4,3,2,1,2,1,1,3,3,1,3,2,2,3,1,4,3,2,4,3,2,3
569,2019,10,134,120,4575,27,Male,W,Y,Some high school,Office Products,6.40,Y,2,52694.22,12,2,3,2,3,2,3,1,1,2,1,2,2,2,3,4,3,2,3,3,2,2,2
569,2019,10,134,120,3260,39,Male,NW,Y,Post-secondary degree,Computer & Electronics,8.00,N,2,42237.13,10,1,4,2,2,1,2,2,2,1,2,2,3,5,2,3,5,4,4,1,3,2,3
569,2019,10,134,120,4325,23,Male,NW,Y,Some high school,Office Products,5.50,Y,1,74297.10,15,5,2,1,1,1,1,1,3,1,3,4,2,3,3,3,3,1,3,3,2,2,2
569,2019,10,134,120,500,38,Male,W,Y,High school diploma or equivalent,Cellphones and Accessories,6.20,Y,1,57010.95,16,3,3,3,1,1,1,1,1,1,1,3,4,2,1,4,3,3,3,2,2,2,3
569,2019,10,134,120,6479,37,Male,NW,Y,High school diploma or equivalent,Computer & Electronics,5.40,Y,2,50560.62,5,1,3,1,2,1,1,2,2,2,5,3,4,3,3,4,3,4,4,2,2,3,2
569,2019,10,134,120,7869,43,Female,W,N,Post-secondary degree,Cellphones and Accessories,11.60,N,4,71069.88,6,1,3,4,2,3,1,2,2,3,2,3,3,3,4,2,2,3,2,3,2,2,1
569,2019,10,134,120,7070,39,Female,W,Y,High school diploma or equivalent,Computer & Electronics,5.50,N,2,37293.90,8,2,4,4,2,1,1,2,2,3,1,3,5,2,3,3,2,5,4,4,3,2,3
569,2019,10,134,120,9450,28,Male,W,N,High school diploma or equivalent,Home Appliances,2.90,Y,1,49370.52,19,2,2,3,1,2,1,1,2,2,3,4,2,4,3,1,2,1,5,2,1,1,1
569,2019,10,134,120,8825,38,Male,NW,N,High school diploma or equivalent,Office Products,6.50,Y,2,63622.00,11,3,2,3,1,1,1,2,3,1,2,3,3,2,2,2,3,2,3,3,2,2,3
569,2019,10,134,120,9906,38,Female,W,Y,Some college,Computer & Electronics,8.90,N,4,121367.33,14,1,3,3,1,1,1,2,4,1,1,4,2,4,3,3,2,3,4,1,1,1,3
569,2019,10,134,120,3421,38,Female,W,Y,Post-secondary degree,Cellphones and Accessories,7.70,Y,2,60572.71,19,4,2,1,2,2,1,3,1,1,1,2,3,2,1,3,3,3,1,3,2,2,3
569,2019,10,134,120,3810,38,Male,W,N,High school diploma or equivalent,Office Products,7.90,N,4,92249.63,0,1,4,4,3,3,2,2,3,3,4,5,3,3,4,1,1,3,1,2,2,2,1
569,2019,10,134,120,2214,35,Male,W,Y,Some college,Home Appliances,8.10,N,1,59134.96,5,3,3,3,2,1,1,1,1,3,2,1,4,3,1,3,1,4,2,4,2,2,3
570,2019,10,136,290,753,30,Male,W,Y,Post-secondary degree,Cellphones and Accessories,6.50,Y,1,68816.65,0,2,3,2,1,2,2,3,2,2,2,3,5,4,4,3,3,3,3,3,2,2,1
570,2019,10,136,290,4042,46,Male,NW,N,Some college,Office Products,9.40,N,4,123335.90,17,2,3,2,3,2,1,1,2,2,1,4,2,1,3,2,2,3,2,1,3,2,3
570,2019,10,136,290,2810,28,Male,NW,Y,Some college,Office Products,4.60,Y,1,36886.75,13,5,1,1,1,1,1,2,1,1,3,1,4,2,4,3,4,2,1,3,3,2,3
570,2019,10,136,290,4793,45,Male,W,Y,Post-secondary degree,Home Appliances,9.10,Y,2,63431.37,4,2,3,3,2,2,2,3,1,1,1,2,4,2,3,3,3,3,3,3,2,2,3
570,2019,10,136,290,1350,35,Male,W,N,High school diploma or equivalent,Computer & Electronics,8.40,Y,3,66910.72,10,1,5,2,4,1,1,1,2,2,3,3,1,5,2,1,5,5,3,5,3,2,3
570,2019,10,136,290,6164,42,Female,W,Y,Post-secondary degree,Computer & Electronics,7.60,Y,2,53569.76,21,1,4,2,2,2,2,1,1,1,1,2,2,3,1,4,3,4,3,2,1,3,1
570,2019,10,136,290,8014,51,Female,W,N,Some college,Office Products,11.10,Y,4,93934.44,0,1,4,5,4,1,1,1,1,3,1,4,4,5,3,2,4,2,4,4,3,3,2
570,2019,10,136,290,8953,39,Male,NW,Y,Some college,Home Appliances,6.50,N,1,39192.85,7,3,2,4,2,2,1,1,1,1,2,4,4,4,2,3,1,3,4,3,2,2,3
570,2019,10,136,290,3402,33,Male,W,Y,Some college,Home Appliances,8.00,Y,2,58820.58,12,2,3,1,1,2,2,1,2,2,2,1,2,3,3,2,2,3,2,5,2,2,1
570,2019,10,136,290,5328,49,Male,W,N,Post-secondary degree,Home Appliances,9.40,Y,4,63337.16,4,1,3,5,2,3,1,4,1,2,3,2,2,2,4,3,3,1,2,2,3,2,3
570,2019,10,136,290,8109,36,Male,NW,Y,Some college,Home Appliances,7.50,N,1,53848.95,7,3,2,3,1,1,1,1,1,1,2,2,4,3,2,3,1,3,4,1,1,2,1
570,2019,10,136,290,9323,31,Male,NW,N,High school diploma or equivalent,Office Products,8.70,N,1,60664.37,5,4,1,3,2,1,1,1,1,2,3,4,4,2,2,1,1,1,3,1,1,1,2
570,2019,10,136,290,6888,35,Female,NW,Y,Post-secondary degree,Computer & Electronics,8.20,N,1,50669.83,11,2,1,3,2,1,1,2,2,2,1,2,5,3,3,2,2,3,3,3,1,2,1
570,2019,10,136,290,5961,38,Male,W,N,Some college,Office Products,6.90,Y,2,75638.40,11,3,2,3,2,1,1,1,3,4,1,4,3,1,3,1,2,2,3,3,2,2,3
570,2019,10,136,290,7831,28,Male,W,Y,Some college,Home Appliances,6.70,Y,2,47184.03,17,3,1,4,1,1,1,2,1,1,3,2,3,3,3,4,3,1,4,2,2,2,2
573,2019,10,194,671,9539,28,Male,W,Y,High school diploma or equivalent,Cellphones and Accessories,6.90,N,2,77794.52,9,1,3,2,2,1,1,3,3,3,1,3,3,5,2,2,2,3,3,5,3,3,3
