store_id,locnearestformat,locnearestany,locimargintarget,locimarginactual,locomargintarget,locomarginactual,locrevenuetarget,locrevenueactual,locgmargintarget,locgmarginactual,locexpensetarget,locexpenseactual,locebitdatarget,locebitdaactual,minwage,unemployed,edu14,year,month,yrmo,population,Voluntary_turnover,Layoff,Hiring,unitmonth_female,unitmonth_ftpt,unitmonth_hrlyrate,unitmonth_white,tenure,rmgrwhite,rmgrfemale,
258,18.25,17.36,432039,316403,18648,35927,1375554,1232410,450687,352330,347153,357391,103534,-5061,14.93,6.28,0.52,2018,3,650,105,3.81,0.00,0.95,0.54,0.34,14.22,0.52,70.27,1.00,0.51,
258,18.25,17.36,422428,318695,19103,2861,1173947,995684,441531,321556,283508,279620,158022,41936,14.93,6.28,0.52,2018,4,651,104,1.92,0.00,1.92,0.53,0.33,14.28,0.53,70.81,1.00,0.52,
258,18.25,17.36,424316,292030,32363,5018,1380261,1161700,456679,297048,316382,405858,140297,-108810,14.93,6.28,0.52,2018,5,652,106,3.77,0.00,4.72,0.54,0.32,14.29,0.53,70.17,1.00,0.52,
258,18.25,17.36,436764,319739,25934,7765,1510860,1346031,462699,327504,355358,366541,107340,-39037,14.93,6.28,0.52,2018,6,653,118,1.70,0.00,11.02,0.55,0.29,14.05,0.53,63.69,1.00,0.47,
258,18.25,17.36,394992,389129,28852,-2089,1150885,849259,423844,387040,295711,337347,128133,49667,14.93,6.28,0.52,2018,7,654,120,0.83,0.00,4.17,0.57,0.28,14.09,0.53,62.65,1.00,0.47,
258,18.25,17.36,276829,250098,17389,12856,994235,928519,294218,262954,299562,312448,-5343,-49494,14.93,6.28,0.52,2018,8,655,115,2.61,2.87,0.00,0.57,0.30,14.15,0.56,66.27,1.00,0.48,
258,18.25,17.36,383619,308586,15150,1635,1230008,1121934,398770,310221,334455,339976,64314,-29755,14.93,6.28,0.52,2018,9,656,110,1.82,3.82,0.91,0.58,0.30,14.18,0.55,68.85,1.00,0.50,
258,18.25,17.36,405473,282047,14454,5156,1047950,865468,419927,287203,313541,295177,106386,-7974,14.93,6.28,0.52,2018,10,657,106,3.77,0.00,0.00,0.59,0.31,14.13,0.57,70.85,1.00,0.38,
258,18.25,17.36,476587,360827,26481,22845,1624559,1392969,503068,383672,393504,358723,109563,24949,14.93,6.28,0.52,2018,11,658,108,4.63,2.93,2.78,0.59,0.31,14.57,0.58,70.60,0.98,0.38,
258,18.25,17.36,752545,450715,5337,10837,2362684,1782757,757882,461552,473023,446453,284859,15099,14.93,6.28,0.52,2018,12,659,103,0.00,0.00,0.00,0.59,0.32,14.88,0.57,70.16,0.98,0.37,
258,18.25,17.36,468369,203150,27537,1373,896025,695074,495906,204523,294216,265543,201689,-61020,15.38,5.75,0.51,2019,1,660,106,0.94,0.00,2.83,0.59,0.31,14.83,0.55,69.07,0.98,0.35,
258,18.25,17.36,223858,216889,15252,26185,829425,876132,239110,243074,280779,267972,-41668,-24924,15.38,5.75,0.51,2019,2,661,105,1.91,0.00,0.00,0.59,0.32,14.90,0.55,70.57,0.98,0.33,
258,18.25,17.36,408402,335875,20681,4438,1227595,1031277,429084,340313,333007,312568,96077,27745,15.38,5.75,0.51,2019,3,662,104,2.89,0.00,1.92,0.60,0.33,14.95,0.55,72.11,0.99,0.36,
258,18.25,17.36,353541,271139,17430,21581,1022708,822576,370971,292720,274870,243993,96101,48727,15.38,5.75,0.51,2019,4,663,105,1.91,2.95,0.95,0.61,0.34,15.06,0.55,70.93,0.99,0.36,
258,18.25,17.36,351013,280700,38699,12565,1203688,1035187,389712,293265,304684,288281,85027,4957,15.38,5.75,0.51,2019,5,664,106,0.00,0.00,3.77,0.59,0.32,15.06,0.52,70.19,0.99,0.35,
258,18.25,17.36,450731,288949,-5006,11886,1354689,1115452,445724,300835,353424,349401,92299,-48566,15.38,5.75,0.51,2019,6,665,107,1.87,2.93,0.94,0.58,0.32,15.11,0.53,70.52,0.99,0.36,
258,18.25,17.36,299610,102979,27194,26077,890943,769027,326805,129056,282866,280011,43939,-150955,15.38,5.75,0.51,2019,7,666,106,3.77,0.00,0.94,0.58,0.33,15.14,0.53,67.58,0.99,0.38,
258,18.25,17.36,302694,216516,21296,5236,945494,791079,323991,221752,281180,251853,42811,-30101,15.38,5.75,0.51,2019,8,667,107,2.80,0.00,2.80,0.59,0.32,15.18,0.52,65.59,1.00,0.36,
258,18.25,17.36,384231,278696,18995,12865,1174334,1109287,403226,291561,331934,342856,71292,-51295,15.38,5.75,0.51,2019,9,668,108,5.56,0.00,2.78,0.58,0.31,15.32,0.52,66.35,1.00,0.35,
258,18.25,17.36,333673,258841,22083,9557,936065,848272,355756,268398,287900,302306,67856,-33908,15.38,5.75,0.51,2019,10,669,115,0.00,0.00,10.44,0.58,0.30,15.30,0.49,60.94,1.00,0.37,
262,7.86,7.99,290437,146504,27733,10881,782909,589953,318171,157385,213867,198024,104303,-40639,13.48,5.20,0.43,2018,1,648,81,7.41,0.00,2.47,0.51,0.33,13.07,0.42,56.94,0.09,0.26,
262,7.86,7.99,196780,212798,21123,27003,756049,794316,217904,239801,223190,209809,-5286,29992,13.48,5.20,0.43,2018,2,649,80,2.50,0.00,3.75,0.51,0.32,13.13,0.46,57.89,0.38,0.28,
262,7.86,7.99,356460,276114,29773,26664,1107139,965958,386233,302778,256954,259042,129278,43736,13.48,5.20,0.43,2018,3,650,82,4.88,0.00,2.44,0.52,0.32,13.07,0.46,56.99,0.37,0.26,
262,7.86,7.99,328446,236575,28042,28923,892918,815400,356489,265498,220011,210464,136477,55034,13.48,5.20,0.43,2018,4,651,85,4.71,0.00,5.88,0.54,0.33,13.07,0.42,56.27,0.35,0.29,
262,7.86,7.99,286342,248295,43460,27257,1002400,987281,329802,275552,236968,295145,92834,-19593,13.48,5.20,0.43,2018,5,652,83,2.41,0.00,1.21,0.53,0.34,13.10,0.40,57.43,0.35,0.29,
262,7.86,7.99,299910,237282,27680,27186,1062239,1064960,327590,264468,260677,339962,66912,-75494,13.48,5.20,0.43,2018,6,653,83,2.41,0.00,1.21,0.54,0.35,13.14,0.42,58.33,0.35,0.29,
262,7.86,7.99,236148,173036,25069,14045,810552,738107,261218,187081,223885,230729,37332,-43648,13.48,5.20,0.43,2018,7,654,83,4.82,0.00,2.41,0.52,0.35,13.14,0.41,58.92,0.36,0.30,
262,7.86,7.99,263282,296913,27623,15899,936700,871226,290905,312812,255141,256925,35763,55887,13.48,5.20,0.43,2018,8,655,79,6.33,0.00,1.27,0.52,0.35,13.16,0.39,62.37,0.38,0.32,
262,7.86,7.99,261955,238636,27185,21181,943721,886870,289140,259817,267357,275739,21783,-15922,13.48,5.20,0.43,2018,9,656,80,0.00,0.00,5.00,0.55,0.34,13.14,0.38,61.19,0.39,0.32,
262,7.86,7.99,271741,216487,19645,15667,738999,644957,291387,232154,229336,141560,62051,90594,13.48,5.20,0.43,2018,10,657,84,11.91,0.00,2.38,0.56,0.32,13.07,0.37,59.23,0.37,0.32,
262,7.86,7.99,409836,321981,40064,31979,1369298,1197141,449900,353960,294179,280040,155721,73920,13.48,5.20,0.43,2018,11,658,87,6.90,0.00,5.75,0.55,0.35,13.56,0.38,57.11,0.69,0.63,
262,7.86,7.99,584649,454053,43659,25149,1913941,1553737,628308,479202,348136,305775,280172,173427,13.48,5.20,0.43,2018,12,659,86,6.98,0.00,2.33,0.52,0.36,13.62,0.40,57.38,0.69,0.63,
262,7.86,7.99,349423,158725,21354,10485,708923,537852,370777,169210,216065,158555,154712,10655,13.48,4.66,0.44,2019,1,660,80,11.25,0.00,1.25,0.55,0.37,13.79,0.41,61.54,0.68,0.61,
262,7.86,7.99,230755,145277,20272,16113,776142,617428,251027,161390,209782,186496,41245,-25106,13.48,4.66,0.44,2019,2,661,78,5.13,0.00,7.69,0.53,0.34,13.82,0.43,59.12,0.69,0.63,
262,7.86,7.99,350201,289897,32876,26097,1023745,907079,383077,315994,246214,234424,136863,81570,13.48,4.66,0.44,2019,3,662,74,9.46,0.00,0.00,0.52,0.34,14.01,0.42,62.15,0.72,0.65,
262,7.86,7.99,254853,221967,26713,18860,802150,707577,281567,240827,205251,186105,76316,54722,13.48,4.66,0.44,2019,4,663,74,8.11,0.00,6.76,0.51,0.34,13.99,0.41,62.96,0.72,0.30,
262,7.86,7.99,308129,212845,36890,25853,1017060,814649,345020,238698,234640,205538,110380,33160,13.48,4.66,0.44,2019,5,664,73,2.74,0.00,2.74,0.51,0.33,13.58,0.41,63.52,0.70,0.32,
262,7.86,7.99,323816,197329,31758,16853,1062374,857800,355575,214182,259660,244277,95914,-30095,13.48,4.66,0.44,2019,6,665,78,11.54,0.00,0.00,0.50,0.31,13.45,0.40,60.31,0.71,0.28,
262,7.86,7.99,247281,155070,22909,8825,754342,594022,270191,163895,214163,169830,56028,-5935,13.48,4.66,0.44,2019,7,666,77,7.79,0.00,10.39,0.57,0.32,13.42,0.39,58.61,0.70,0.32,
262,7.86,7.99,255878,152490,24318,13049,889608,698242,280197,165539,225011,206596,55185,-41057,13.48,4.66,0.44,2019,8,667,77,11.69,0.00,5.20,0.58,0.32,13.82,0.38,55.97,0.73,0.68,
262,7.86,7.99,297550,195836,27497,9009,931929,738983,325048,204845,251468,280970,73579,-76125,13.48,4.66,0.44,2019,9,668,78,8.97,0.00,8.97,0.57,0.33,13.80,0.38,55.74,0.92,0.88,
262,7.86,7.99,259799,181598,18526,18449,696910,551364,278325,200047,207863,152857,70462,47190,13.48,4.66,0.44,2019,10,669,72,2.78,0.00,4.17,0.50,0.35,13.99,0.39,56.26,0.94,0.90,
266,11.66,9.10,326001,177307,46078,15612,1056089,885749,372080,192919,250898,235942,121181,-43023,14.23,5.33,0.56,2018,1,648,89,3.37,0.00,0.00,0.54,0.38,14.16,0.65,35.28,0.79,0.67,
266,11.66,9.10,258384,231774,21081,26329,940137,955053,279466,258103,246276,250413,33189,7690,14.23,5.33,0.56,2018,2,649,92,4.35,0.00,6.52,0.51,0.36,14.06,0.66,33.82,0.84,0.74,
266,11.66,9.10,412104,304047,25361,33288,1292968,1231314,437465,337335,282833,296867,154631,40468,14.23,5.33,0.56,2018,3,650,92,4.35,0.00,7.61,0.53,0.34,14.07,0.64,34.36,0.83,0.73,
266,11.66,9.10,386767,265114,27718,3757,1112234,927526,414486,268871,244442,242802,170044,26069,14.23,5.33,0.56,2018,4,651,92,6.52,0.00,2.17,0.57,0.34,14.18,0.64,34.88,0.82,0.74,
266,11.66,9.10,373194,379740,31966,21803,1301805,1201246,405160,401543,275969,317153,129190,84390,14.23,5.33,0.56,2018,5,652,94,1.06,0.00,6.38,0.55,0.34,14.19,0.64,34.60,0.83,0.74,
266,11.66,9.10,403403,272407,31006,7318,1423724,1290223,434409,279725,306259,295706,128150,-15981,14.23,5.33,0.56,2018,6,653,96,4.17,0.00,3.13,0.53,0.34,14.17,0.65,34.82,0.82,0.75,
266,11.66,9.10,283334,172765,24810,7941,958749,873518,308145,180706,233767,218539,74378,-37833,14.23,5.33,0.56,2018,7,654,95,4.21,0.00,2.11,0.56,0.35,14.10,0.63,35.92,0.82,0.77,
266,11.66,9.10,284153,277270,30821,18806,1146699,987190,314975,296076,263181,258361,51794,37715,14.23,5.33,0.56,2018,8,655,94,5.32,0.00,0.00,0.54,0.39,14.68,0.63,36.90,0.81,0.76,
266,11.66,9.10,436829,283682,32112,3519,1450850,1124746,468941,287201,297518,266540,171423,20648,14.23,5.33,0.56,2018,9,656,91,13.19,0.00,2.20,0.55,0.42,14.81,0.63,38.82,0.76,0.56,
266,11.66,9.10,391384,246797,20651,14298,1106682,839442,412035,261095,257553,275680,154481,-14585,14.23,5.33,0.56,2018,10,657,82,4.88,0.00,3.66,0.55,0.41,15.00,0.66,39.70,0.76,0.55,
266,11.66,9.10,533517,350887,46882,22164,1816910,1393518,580400,373051,336999,302786,243400,70265,14.23,5.33,0.56,2018,11,658,89,3.37,0.00,5.62,0.56,0.42,15.23,0.64,36.03,0.62,0.54,
266,11.66,9.10,784069,434809,22858,10340,2466015,1693018,806928,445149,390424,436343,416503,8806,14.23,5.33,0.56,2018,12,659,97,3.09,0.00,0.00,0.53,0.39,15.15,0.64,33.43,0.61,0.70,
266,11.66,9.10,395619,178949,30860,4127,885726,752266,426480,183076,223995,223480,202484,-40430,14.46,4.45,0.56,2019,1,660,96,3.13,0.00,2.08,0.54,0.41,15.17,0.64,34.46,0.61,0.73,
266,11.66,9.10,261994,185714,19570,21733,922653,758713,281564,207447,229606,213737,51958,-6290,14.46,4.45,0.56,2019,2,661,93,7.53,0.00,0.00,0.54,0.42,15.26,0.64,36.41,0.61,0.73,
266,11.66,9.10,385700,288071,22100,3359,1202813,964361,407800,291430,262025,239191,145775,52239,14.46,4.45,0.56,2019,3,662,89,4.49,0.00,1.12,0.56,0.42,15.35,0.65,38.29,0.71,0.72,
266,11.66,9.10,289059,262332,18213,16374,931858,887077,307273,278706,219151,194669,88122,84037,14.46,4.45,0.56,2019,4,663,90,6.67,0.00,2.22,0.58,0.42,15.53,0.66,38.89,0.73,0.72,
266,11.66,9.10,345433,205697,42115,17195,1237263,963604,387548,222892,259056,224482,128491,-1590,14.46,4.45,0.56,2019,5,664,87,2.30,0.00,1.15,0.57,0.38,15.35,0.67,38.18,0.71,0.64,
266,11.66,9.10,364773,255595,19090,13176,1269215,1109581,383863,268771,285239,236354,98623,32417,14.46,4.45,0.56,2019,6,665,89,7.86,0.00,3.37,0.58,0.38,15.46,0.67,37.79,0.72,0.63,
266,11.66,9.10,227645,196508,36683,16569,901893,778682,264329,213077,222863,199844,41465,13233,14.46,4.45,0.56,2019,7,666,84,2.38,0.00,1.19,0.56,0.39,15.66,0.66,39.51,0.95,0.39,
266,11.66,9.10,280144,181840,26027,9713,983138,761692,306172,191553,232197,210593,73975,-19040,14.46,4.45,0.56,2019,8,667,85,10.59,0.00,3.53,0.57,0.39,15.56,0.66,39.44,0.95,0.40,
266,11.66,9.10,346926,275667,23376,3122,1179012,1043134,370302,278789,278963,245355,91339,33434,14.46,4.45,0.56,2019,9,668,81,7.41,0.00,6.17,0.54,0.41,15.72,0.67,40.88,0.77,0.59,
266,11.66,9.10,288961,231081,27493,14949,908067,755823,316454,246030,235886,220595,80568,25435,14.46,4.45,0.56,2019,10,669,81,6.17,0.00,2.47,0.53,0.41,15.80,0.65,38.57,0.68,0.35,
269,10.97,10.97,256985,167594,32514,17240,840222,706606,289499,184834,253408,254207,36090,-69373,13.48,5.28,0.52,2018,1,648,108,6.48,0.00,0.93,0.53,0.31,13.79,0.38,52.28,0.58,0.59,
269,10.97,10.97,232595,228680,-12223,23455,776068,848516,220371,252135,264836,256417,-44465,-4343,13.48,5.28,0.52,2018,2,649,108,2.78,0.00,0.93,0.55,0.29,13.68,0.39,51.87,0.61,0.65,
269,10.97,10.97,399988,307384,-26541,28367,1172390,1150863,373446,335751,317075,313339,56370,22412,13.48,5.28,0.52,2018,3,650,110,2.73,0.00,0.00,0.55,0.29,13.64,0.37,51.77,0.65,0.66,
269,10.97,10.97,403438,314591,-12350,-37916,1143060,926123,391088,276675,246779,239619,144309,37056,13.48,5.28,0.52,2018,4,651,108,1.85,0.00,0.00,0.56,0.30,13.55,0.37,53.58,0.67,0.67,
269,10.97,10.97,334584,310150,-21360,-19078,1074718,1147914,313224,291072,264760,274826,48464,16246,13.48,5.28,0.52,2018,5,652,112,8.04,0.00,0.89,0.56,0.30,13.36,0.37,52.57,0.66,0.67,
269,10.97,10.97,364399,283607,-25443,-26595,1132517,1105878,338955,257012,289568,291760,49387,-34748,13.48,5.28,0.52,2018,6,653,104,1.92,0.00,0.96,0.55,0.32,13.48,0.38,56.85,0.67,0.63,
269,10.97,10.97,239033,203587,-6892,-30786,800273,758745,232140,172801,236005,237847,-3865,-65046,13.48,5.28,0.52,2018,7,654,103,2.91,0.00,0.00,0.54,0.32,13.56,0.38,55.31,0.68,0.65,
269,10.97,10.97,236618,159522,-7692,-6740,861070,797631,228926,152782,254040,257671,-25114,-104889,13.48,5.28,0.52,2018,8,655,101,1.98,0.00,0.99,0.53,0.32,13.64,0.40,56.82,0.66,0.67,
269,10.97,10.97,388319,304584,-30360,-37053,1129330,967331,357959,267531,286599,264919,71359,2612,13.48,5.28,0.52,2018,9,656,103,7.77,0.00,0.00,0.52,0.31,13.55,0.40,56.34,0.53,0.41,
269,10.97,10.97,346494,250976,-24616,-37820,897439,624513,321878,213156,255716,197201,66162,15955,13.48,5.28,0.52,2018,10,657,105,3.81,0.00,2.86,0.52,0.28,13.50,0.43,55.56,0.50,0.35,
269,10.97,10.97,478472,370343,-24031,-41748,1463555,1195340,454441,328595,338116,308160,116325,20435,13.48,5.28,0.52,2018,11,658,104,2.89,0.00,1.92,0.54,0.29,13.57,0.43,56.36,0.49,0.35,
269,10.97,10.97,762714,454734,-77445,-44811,2092017,1499413,685268,409923,395237,375695,290030,34228,13.48,5.28,0.52,2018,12,659,104,0.96,0.00,0.00,0.54,0.31,13.67,0.43,57.01,0.37,0.35,
269,10.97,10.97,326539,171742,9963,-22974,695352,533897,336502,148768,219750,176159,116752,-27391,13.48,4.80,0.52,2019,1,660,105,1.91,0.00,2.86,0.54,0.30,13.70,0.42,57.22,0.37,0.35,
269,10.97,10.97,223929,183859,-19806,-3726,720669,640196,204122,180133,200783,184039,3338,-3906,13.48,4.80,0.52,2019,2,661,104,5.77,0.00,0.96,0.54,0.30,13.72,0.41,59.38,0.52,0.34,
269,10.97,10.97,374171,296431,-36165,-46123,1093908,856238,338006,250308,242416,223004,95589,27304,13.48,4.80,0.52,2019,3,662,97,5.16,0.00,2.06,0.53,0.32,13.86,0.44,63.35,0.20,0.66,
269,10.97,10.97,344205,265147,-40435,-22786,957195,772174,303770,242361,205597,181452,98173,60909,13.48,4.80,0.52,2019,4,663,100,2.00,0.00,5.00,0.53,0.32,14.00,0.42,59.25,0.18,0.68,
269,10.97,10.97,327178,265984,4769,-35502,1140358,875093,331947,230482,242725,228695,89221,1787,13.48,4.80,0.52,2019,5,664,102,6.86,0.00,2.94,0.52,0.32,14.00,0.42,58.72,0.16,0.69,
269,10.97,10.97,382255,289455,-62082,-38936,1097299,895995,320173,250519,258714,253169,61458,-2676,13.48,4.80,0.52,2019,6,665,103,6.80,0.00,4.85,0.54,0.34,13.94,0.41,56.09,0.06,0.67,
269,10.97,10.97,219172,173579,17231,-31893,777918,608844,236404,141686,201032,195031,35371,-53345,13.48,4.80,0.52,2019,7,666,101,3.96,0.00,2.97,0.56,0.34,13.86,0.40,55.17,0.06,0.68,
269,10.97,10.97,230501,240421,-18781,-28587,790055,606231,211719,211834,219376,223240,-7656,-11406,13.48,4.80,0.52,2019,8,667,93,5.38,0.00,2.15,0.57,0.38,14.31,0.42,59.05,0.31,0.94,
269,10.97,10.97,384126,289271,-26685,-48019,1037656,853842,357441,241252,264833,253684,92608,-12432,13.48,4.80,0.52,2019,9,668,91,10.99,0.00,4.40,0.61,0.40,14.34,0.41,59.78,0.33,0.96,
269,10.97,10.97,274163,238784,-10907,-34140,701179,687362,263255,204644,205269,200031,57986,4613,13.48,4.80,0.52,2019,10,669,84,1.19,0.00,3.57,0.60,0.40,14.53,0.39,62.98,0.32,0.95,
270,17.16,17.16,364602,137530,26209,11588,937706,657479,390811,149118,252285,255533,138525,-106415,13.48,6.11,0.45,2018,1,648,101,4.95,0.00,4.95,0.68,0.25,13.16,0.11,49.14,0.01,0.67,
270,17.16,17.16,209670,134330,-4518,18544,706437,659576,205151,152874,230333,203362,-25182,-50488,13.48,6.11,0.45,2018,2,649,95,4.21,0.00,1.05,0.68,0.27,13.23,0.12,49.98,0.02,0.66,
270,17.16,17.16,369068,289766,-10254,27289,1058194,1022460,358813,317055,262337,320873,96475,-3818,13.48,6.11,0.45,2018,3,650,98,2.04,0.00,4.08,0.70,0.25,12.92,0.11,48.20,0.02,0.68,
270,17.16,17.16,355046,260751,-583,-835,881239,877079,354463,259916,205611,207839,148851,52077,13.48,6.11,0.45,2018,4,651,100,7.00,0.00,2.00,0.68,0.25,12.88,0.11,47.64,0.02,0.68,
270,17.16,17.16,326598,293308,-76,-5404,995598,957712,326521,287904,231201,258307,95320,29597,13.48,6.11,0.45,2018,5,652,98,8.16,0.00,4.08,0.68,0.24,13.07,0.11,47.27,0.03,0.66,
270,17.16,17.16,361655,231409,-3647,-4417,1139002,1011287,358008,226992,272292,271618,85716,-44626,13.48,6.11,0.45,2018,6,653,98,2.04,0.00,6.12,0.68,0.26,13.13,0.11,46.81,0.03,0.85,
270,17.16,17.16,276977,226830,5231,-18056,860493,819061,282209,208774,230570,221794,51638,-13020,13.48,6.11,0.45,2018,7,654,96,0.00,0.00,2.08,0.70,0.28,13.15,0.10,44.64,0.03,0.85,
270,17.16,17.16,244197,129702,-3443,14842,837672,785269,240753,144544,257282,243997,-16528,-99453,13.48,6.11,0.45,2018,8,655,101,5.94,0.00,4.95,0.70,0.27,13.08,0.10,42.90,0.03,0.85,
270,17.16,17.16,316549,250063,-11543,-16357,1038591,911198,305005,233706,269185,249905,35820,-16199,13.48,6.11,0.45,2018,9,656,95,7.37,0.00,5.26,0.72,0.26,12.72,0.12,43.71,0.05,0.91,
270,17.16,17.16,306041,222543,-8468,-7833,920826,671993,297572,214710,241761,196949,55811,17761,13.48,6.11,0.45,2018,10,657,96,3.13,0.00,9.38,0.68,0.28,13.06,0.13,43.43,0.05,0.93,
270,17.16,17.16,401932,290316,-2473,5377,1308022,1039509,399458,295693,287466,259776,111991,35917,13.48,6.11,0.45,2018,11,658,96,2.08,0.00,2.08,0.67,0.29,13.13,0.13,43.80,0.06,0.92,
270,17.16,17.16,631291,377100,-33022,-9020,1841298,1288485,598269,368080,328026,297502,270242,70578,13.48,6.11,0.45,2018,12,659,100,6.00,0.00,2.00,0.69,0.28,13.05,0.12,42.92,0.06,0.92,
270,17.16,17.16,407318,178056,15754,-4254,801556,596102,423073,173802,221418,160068,201654,13734,13.48,5.21,0.46,2019,1,660,96,6.25,0.00,2.08,0.66,0.29,13.13,0.13,44.85,0.05,0.92,
270,17.16,17.16,148208,160296,-3462,9478,575092,592650,144746,169774,186862,175971,-42116,-6223,13.48,5.21,0.46,2019,2,661,99,5.05,0.00,8.08,0.68,0.29,13.05,0.13,44.44,0.05,0.94,
270,17.16,17.16,340667,276918,-4910,-18277,942451,782786,335757,258641,229369,214680,106387,43961,13.48,5.21,0.46,2019,3,662,94,11.70,0.00,0.00,0.69,0.30,13.30,0.13,47.10,0.52,0.94,
270,17.16,17.16,269378,203464,6185,4782,840591,618323,275563,208246,200905,166840,74658,41406,13.48,5.21,0.46,2019,4,663,89,6.74,3.12,2.25,0.66,0.29,13.12,0.13,45.58,0.57,0.69,
270,17.16,17.16,290518,246395,15813,-3179,938310,819613,306332,243216,223270,201872,83062,41344,13.48,5.21,0.46,2019,5,664,90,7.78,0.00,7.78,0.67,0.28,13.13,0.14,42.42,0.54,0.66,
270,17.16,17.16,316540,258243,-17371,-8031,984895,883079,299169,250212,258818,242041,40350,8171,13.48,5.21,0.46,2019,6,665,97,5.16,0.00,14.43,0.62,0.25,13.04,0.13,38.36,0.56,0.65,
270,17.16,17.16,248179,176478,18874,-6796,821238,635517,267054,169682,222623,193410,44431,-23754,13.48,5.21,0.46,2019,7,666,97,6.19,0.00,8.25,0.60,0.26,13.10,0.13,36.57,0.32,0.42,
270,17.16,17.16,191393,164560,2486,3250,823035,630827,193879,167810,228288,227278,-34409,-59468,13.48,5.21,0.46,2019,8,667,94,6.38,0.00,1.06,0.61,0.27,13.17,0.15,36.55,0.32,0.41,
270,17.16,17.16,322880,233261,7119,-11089,994039,855504,330000,222172,260419,230051,69580,-7879,13.48,5.21,0.46,2019,9,668,100,8.00,0.00,7.00,0.58,0.27,13.53,0.15,35.63,0.30,0.42,
270,17.16,17.16,247865,213502,11147,-4557,722183,632124,259013,208945,208648,198012,50364,10933,13.48,5.21,0.46,2019,10,669,95,6.32,0.00,1.05,0.57,0.30,13.88,0.15,37.60,0.31,0.41,
278,12.73,12.67,502267,273291,55350,34317,1561243,1154785,557618,307608,408339,391663,149278,-84055,14.23,5.57,0.52,2018,1,648,149,8.73,0.00,5.37,0.55,0.29,14.61,0.59,54.21,0.54,0.77,
278,12.73,12.67,351488,301117,11959,54681,1340496,1332812,363447,355798,415091,378364,-51644,-22566,14.23,5.57,0.52,2018,2,649,143,2.80,0.00,3.50,0.54,0.31,14.69,0.58,53.31,0.58,0.83,
278,12.73,12.67,629473,438574,108,37623,1920665,1700804,629581,476197,486535,478395,143046,-2198,14.23,5.57,0.52,2018,3,650,148,8.78,0.00,4.73,0.54,0.32,14.78,0.59,51.13,0.58,0.82,
278,12.73,12.67,672252,452427,17744,-29933,1758542,1369360,689997,422494,382033,355073,307963,67421,14.23,5.57,0.52,2018,4,651,135,3.70,2.74,1.48,0.54,0.34,14.89,0.60,52.49,0.60,0.82,
278,12.73,12.67,646857,511810,31035,-3589,2087155,1805718,677892,508221,429789,426197,248102,82024,14.23,5.57,0.52,2018,5,652,136,3.68,0.00,4.41,0.54,0.33,14.61,0.61,52.10,0.62,0.83,
278,12.73,12.67,691125,482998,20624,-26962,2291797,1976187,711749,456036,483802,459343,227947,-3307,14.23,5.57,0.52,2018,6,653,133,3.01,4.26,3.76,0.56,0.33,14.62,0.62,52.92,0.59,0.83,
278,12.73,12.67,535508,447944,25691,-41989,1562654,1202857,561199,405955,391898,572745,169301,-166790,14.23,5.57,0.52,2018,7,654,134,4.48,0.00,5.97,0.55,0.33,14.70,0.61,49.71,0.60,0.82,
278,12.73,12.67,593226,459156,69536,24085,2409371,1886372,662763,483241,496826,505918,165937,-22677,14.23,5.57,0.52,2018,8,655,130,6.15,0.00,3.08,0.53,0.32,14.64,0.62,51.22,0.63,0.51,
278,12.73,12.67,557977,499893,-13771,-51557,1751209,1594901,544206,448336,445866,413497,98339,34839,14.23,5.57,0.52,2018,9,656,127,3.15,0.00,3.15,0.54,0.34,14.86,0.61,52.09,0.62,0.49,
278,12.73,12.67,580786,446464,-1302,-8305,1451807,1298436,579483,438159,390795,379219,188688,58940,14.23,5.57,0.52,2018,10,657,137,5.11,3.46,5.84,0.53,0.32,14.65,0.61,48.69,0.64,0.49,
278,12.73,12.67,732737,538802,30067,-4219,2354993,1951449,762805,534583,494992,434564,267812,100019,14.23,5.57,0.52,2018,11,658,131,0.76,0.00,1.53,0.51,0.32,14.73,0.60,47.67,0.92,0.33,
278,12.73,12.67,993865,662462,-49154,-48276,3009154,2398095,944711,614186,575368,399751,369342,214435,14.23,5.57,0.52,2018,12,659,138,5.07,0.00,0.00,0.50,0.29,14.95,0.59,46.20,0.93,0.31,
278,12.73,12.67,723057,313315,42056,-20696,1390610,972860,765113,292619,368658,345078,396455,-52459,15.23,5.16,0.55,2019,1,660,129,2.33,0.00,1.55,0.50,0.32,15.14,0.61,49.57,0.92,0.34,
278,12.73,12.67,327962,231627,-1207,1094,1209020,987592,326755,232721,391592,311576,-64837,-78855,15.23,5.16,0.55,2019,2,661,125,0.80,0.00,0.80,0.51,0.33,15.25,0.60,50.96,0.92,0.35,
278,12.73,12.67,536266,455248,-18199,-44461,1638479,1360000,518067,410787,447737,381215,70330,29572,15.23,5.16,0.55,2019,3,662,129,5.43,0.00,3.88,0.52,0.31,15.13,0.60,50.01,0.92,0.35,
278,12.73,12.67,451794,395876,-28227,-42855,1261997,1119017,423567,353021,366959,327909,56608,25112,15.23,5.16,0.55,2019,4,663,130,0.77,0.00,0.00,0.50,0.31,15.28,0.60,50.38,0.73,0.41,
278,12.73,12.67,413303,436822,52078,-24099,1515391,1546539,465382,412723,415642,342395,49739,70302,15.23,5.16,0.55,2019,5,664,133,4.51,0.00,3.01,0.50,0.30,15.20,0.60,50.11,0.65,0.41,
